source_path,classification,target_path,reason,direct_importers,dependencies,size_bytes,sha256,license_status,migration_risk
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/nsfnet/per_seed.csv,RESULT_SUMMARY_SMALL,results/n1_100/nsfnet/per_seed.csv,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,2567,fde476faee015f3b057c14ea4d4dacd898051fbc41227befee9760c128e89b4a,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/nsfnet/training/TRAINING_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_100/nsfnet/TRAINING_RESULTS.json,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,20249,95f84d2212f0bdb0f2c1134f5e57675edda0def31c3eb720620b34f52353bed7,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/nsfnet/training/deployment_weights.npz,RELEASE_ASSET,assets/checkpoints/n1_100/nsfnet/deployment_weights.npz,"100-slot formal deployment checkpoint; publish via GitHub Release (sha256-pinned), not in git history",,,20294,c891af753890ab50b5efba37dc03021804533c962cb3f8cec83fef85ce1f4dc3,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/nsfnet/training/training_checkpoint.pt,REGENERATABLE_EXCLUDE,-,never read back,,,22933,aa129d630e060f05315bc1d9fbdd789901861a551c6f22578e3db9c5f385fb8b,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/usnet/CALIBRATION_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_100/usnet/CALIBRATION_RESULTS.json,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,3540,5be881f70a288bcbf164f5f689c347e4a9f1359af0e0156b7b70d87249db8790,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/usnet/COMPARE_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_100/usnet/COMPARE_RESULTS.json,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,7924,93ea49bd0381fa5da395cd3d4fbc77650c95afbce38b62082782006008dc6e5e,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/usnet/per_seed.csv,RESULT_SUMMARY_SMALL,results/n1_100/usnet/per_seed.csv,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,2480,4335e9186bd413afa1e04d3ce949e8d3c0a3e672c04b0813c3350aff727c78f8,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/usnet/training/TRAINING_RESULTS.json,RESULT_SUMMARY_SMALL,results/n1_100/usnet/TRAINING_RESULTS.json,calibration/compare summary; PRIMARY matrix; backfill checkpoint/trace/route-pool hash at republication,,,20176,768aa3efa2dc5f962ae178becf0262035c2bdc11a52aadf86664a4df14752719,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/usnet/training/deployment_weights.npz,RELEASE_ASSET,assets/checkpoints/n1_100/usnet/deployment_weights.npz,"100-slot formal deployment checkpoint; publish via GitHub Release (sha256-pinned), not in git history",,,20265,f6b0d3acd7ee608d610acda32b1eb97b1afb5fe2701b4f509db47b9b10f9ec75,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/usnet/training/training_checkpoint.pt,REGENERATABLE_EXCLUDE,-,never read back,,,22933,b77c74f5ce9198873acdc05f21e16c1c0783266c676e702f26a2dc2957dea5d2,project-original; repo has no LICENSE file (LICENSE must be added before first public push),low
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/datasets_conflict_v1,SOURCE_REQUIRED,-,"current teacher datasets (66M, 12 npz); regenerable via run_collect but slow - store outside git",,,69115847,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/datasets_v1,LEGACY_EXCLUDE,-,superseded by conflict_v1; metadata lacks schema id,,,19408195,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/training_v1,LEGACY_EXCLUDE,-,old weight format; current load() rejects it - MUST NOT be migrated despite mainline-looking name,,,131745,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/datasets_smoke,REGENERATABLE_EXCLUDE,-,smoke data,,,86026,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/training_smoke,REGENERATABLE_EXCLUDE,-,smoke weights,,,50450,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/latency_ceiling (historical rounds v2/v3/v4/conflict_v1/locked),REGENERATABLE_EXCLUDE,-,keep latency_ceiling_final only; locked round has opposite verdict,,,,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/k100_cal,LEGACY_EXCLUDE,-,k100 side experiment results,,,2691,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/k100_tri,LEGACY_EXCLUDE,-,k100 side experiment results,,,540081,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/load_scan,LEGACY_EXCLUDE,-,load-scan side experiment results,,,4153,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/closed_loop_smoke_conflict_v1,REGENERATABLE_EXCLUDE,-,smoke output,,,2530,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_ksp_fairness_audit_20260802,RESULT_SUMMARY_SMALL,-,independent fairness audit (json/md/csv + scripts); migrate whole dir to results/,,,130711,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100/nsfnet/datasets,REGENERATABLE_EXCLUDE,-,36M teacher datasets; regenerable,,,37466720,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100/nsfnet/ns1,LEGACY_EXCLUDE,-,NS1 line stopped (verdict STOP),,,40322593,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100/artifacts/compare_3topo,LEGACY_EXCLUDE,-,superseded legacy-pool compare outputs,,,,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/nsfnet/datasets,REGENERATABLE_EXCLUDE,-,teacher datasets (~64-90M/topo); regenerable,,,82068419,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/jpn48/datasets,REGENERATABLE_EXCLUDE,-,teacher datasets (~64-90M/topo); regenerable,,,91207993,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/usnet/datasets,REGENERATABLE_EXCLUDE,-,teacher datasets (~64-90M/topo); regenerable,,,93364151,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/cost239/datasets,REGENERATABLE_EXCLUDE,-,teacher datasets (~64-90M/topo); regenerable,,,68515543,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/abilene/datasets,REGENERATABLE_EXCLUDE,-,teacher datasets (~64-90M/topo); regenerable,,,66523511,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/nsfnet/backup_legacy_pool,LEGACY_EXCLUDE,-,superseded hops-pool datasets+checkpoints (~217M total),,,66992027,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/jpn48/backup_legacy_pool,LEGACY_EXCLUDE,-,superseded hops-pool datasets+checkpoints (~217M total),,,81279158,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/usnet/backup_legacy_pool,LEGACY_EXCLUDE,-,superseded hops-pool datasets+checkpoints (~217M total),,,78167120,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/cost239/backup_5_8pct,SUMMARY_ONLY,-,old 5-8% calibration era results; needed by build_experiment_matrix legacy section; label archived,,,73542,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/artifacts/n1_100_xlron/abilene/backup_5_8pct,SUMMARY_ONLY,-,old 5-8% calibration era results; needed by build_experiment_matrix legacy section; label archived,,,73200,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/run_k100_cal.py,EXCLUDE_LEGACY,-,100-slot non-neural side experiment,,,3760,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/run_k100_tri.py,EXCLUDE_LEGACY,-,100-slot non-neural matrix experiment,,,4669,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/run_load_scan.py,EXCLUDE_LEGACY,-,depends on causal_selective_rerank pinned weights,,,3645,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/N1_BLOCKING_LATENCY_LITERATURE_SEARCH_LOCK.md,EXCLUDE_LEGACY,-,latency literature lock doc; owner decision: do not migrate,,,14292,,,
sa_hmarl/network/modulation.py,EXCLUDE_LEGACY,-,N1 never uses it; phase-1 TEMPORARY copy only (side-effect chain of train_proposer); dropped at Commit 4,,,4175,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_100/run_n1_100.py,EXCLUDE_LEGACY,-,"legacy hops-pool nsfnet training line; owner decision: results-only (exploratory/archived), code not migrated",,,4707,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_100/run_compare_100.py,EXCLUDE_LEGACY,-,"legacy hops-pool compare; results-only, code not migrated; recorded no protocol_id",,,6127,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_100/run_confirmatory_100.py,EXCLUDE_LEGACY,-,"legacy hops-pool confirmatory; results-only, code not migrated; os.replace overwrite hazard + stale docstring",,,5764,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_100/ns1_dataset.py,EXCLUDE_LEGACY,-,NS1 line (verdict STOP),,,8114,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_100/ns1_training.py,EXCLUDE_LEGACY,-,NS1 line (verdict STOP),,,10335,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_100/run_ns1_100.py,EXCLUDE_LEGACY,-,NS1 line (verdict STOP),,,2029,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_100/hybrid_selector.py,EXCLUDE_LEGACY,-,T5 hybrid experiment; no runner references it,,,2446,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_100/calibrate_new_topologies.py,EXCLUDE_LEGACY,-,superseded 5-8% calibration,,,4130,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_100/calibrate_new_topologies_extended.py,EXCLUDE_LEGACY,-,superseded 5-8% calibration,,,4615,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/n1_100/run_compare_xlron_topologies.py,EXCLUDE_LEGACY,-,superseded legacy-pool evaluation,,,5726,,,
sa_hmarl/pure_rmsa_v13/rollout_lab/block_heuristics.py,EXCLUDE_LEGACY,-,phase-1 TEMPORARY copy (top-level import in run_phaseA.py); dropped at Commit 4 after helper extraction,,,5109,,,
sa_hmarl/pure_rmsa_v13/rollout_lab/test_block_heuristics.py,EXCLUDE_LEGACY,-,test of excluded block_heuristics.py,,,2918,,,
sa_hmarl/agents/__init__.py,EXCLUDE_LEGACY,-,phase-1 TEMPORARY copy (train_proposer side-effect chain); dropped at Commit 4 after make_env extraction - not part of final repo,,,0,,,
sa_hmarl/agents/action_feature_builders.py,EXCLUDE_LEGACY,-,phase-1 TEMPORARY copy (train_proposer side-effect chain); dropped at Commit 4 after make_env extraction - not part of final repo,,,1882,,,
sa_hmarl/agents/c_agent.py,EXCLUDE_LEGACY,-,phase-1 TEMPORARY copy (train_proposer side-effect chain); dropped at Commit 4 after make_env extraction - not part of final repo,,,49880,,,
sa_hmarl/agents/ppo_agents.py,EXCLUDE_LEGACY,-,phase-1 TEMPORARY copy (train_proposer side-effect chain); dropped at Commit 4 after make_env extraction - not part of final repo,,,23332,,,
sa_hmarl/agents/r_agent.py,EXCLUDE_LEGACY,-,phase-1 TEMPORARY copy (train_proposer side-effect chain); dropped at Commit 4 after make_env extraction - not part of final repo,,,7046,,,
sa_hmarl/env/__init__.py,EXCLUDE_LEGACY,-,phase-1 TEMPORARY copy (train_proposer side-effect chain); dropped at Commit 4 after make_env extraction - not part of final repo,,,0,,,
sa_hmarl/env/r_frag_aware.py,EXCLUDE_LEGACY,-,phase-1 TEMPORARY copy (train_proposer side-effect chain); dropped at Commit 4 after make_env extraction - not part of final repo,,,6839,,,
sa_hmarl/pds_rmsa/training/__init__.py,EXCLUDE_LEGACY,-,phase-1 TEMPORARY copy (train_proposer side-effect chain); dropped at Commit 4 after make_env extraction - not part of final repo,,,837,,,
sa_hmarl/pds_rmsa/training/trainers.py,EXCLUDE_LEGACY,-,phase-1 TEMPORARY copy (train_proposer side-effect chain); dropped at Commit 4 after make_env extraction - not part of final repo,,,25690,,,
sa_hmarl/pds_rmsa/training/agents.py,EXCLUDE_LEGACY,-,phase-1 TEMPORARY copy (train_proposer side-effect chain); dropped at Commit 4 after make_env extraction - not part of final repo,,,24710,,,
sa_hmarl/pds_rmsa/training/fast_afterstate.py,EXCLUDE_LEGACY,-,phase-1 TEMPORARY copy (train_proposer side-effect chain); dropped at Commit 4 after make_env extraction - not part of final repo,,,3840,,,
sa_hmarl/pds_rmsa/training/pred_features.py,EXCLUDE_LEGACY,-,phase-1 TEMPORARY copy (train_proposer side-effect chain); dropped at Commit 4 after make_env extraction - not part of final repo,,,9351,,,
sa_hmarl/pds_rmsa/training/replay.py,EXCLUDE_LEGACY,-,phase-1 TEMPORARY copy (train_proposer side-effect chain); dropped at Commit 4 after make_env extraction - not part of final repo,,,9225,,,
sa_hmarl/pds_rmsa/features/__init__.py,EXCLUDE_LEGACY,-,phase-1 TEMPORARY copy (train_proposer side-effect chain); dropped at Commit 4 after make_env extraction - not part of final repo,,,0,,,
sa_hmarl/pds_rmsa/features/afterstate.py,EXCLUDE_LEGACY,-,phase-1 TEMPORARY copy (train_proposer side-effect chain); dropped at Commit 4 after make_env extraction - not part of final repo,,,19254,,,
sa_hmarl/pds_rmsa/networks/__init__.py,EXCLUDE_LEGACY,-,phase-1 TEMPORARY copy (train_proposer side-effect chain); dropped at Commit 4 after make_env extraction - not part of final repo,,,258,,,
sa_hmarl/pds_rmsa/networks/mlp.py,EXCLUDE_LEGACY,-,phase-1 TEMPORARY copy (train_proposer side-effect chain); dropped at Commit 4 after make_env extraction - not part of final repo,,,1529,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/cate_pilot,EXCLUDE_LEGACY,-,closed side experiment,,,37294269,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/causal_selective_rerank,EXCLUDE_LEGACY,-,closed side experiment,,,32560815,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/full_price_rl,EXCLUDE_LEGACY,-,closed side experiment,,,153264963,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/full_price_kernel,EXCLUDE_LEGACY,-,closed side experiment,,,48631460,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/full_direct_amortization,EXCLUDE_LEGACY,-,closed side experiment,,,3412,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/release_time_rt,EXCLUDE_LEGACY,-,closed side experiment,,,111326811,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/rl_lite,EXCLUDE_LEGACY,-,closed side experiment,,,39763,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/hd0,EXCLUDE_LEGACY,-,closed side experiment,,,429717,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/sko0,EXCLUDE_LEGACY,-,closed side experiment,,,371303,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/sp0,EXCLUDE_LEGACY,-,closed side experiment,,,524605,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/sp1,EXCLUDE_LEGACY,-,closed side experiment,,,409913,,,
sa_hmarl/pure_rmsa_v13/neural_opportunity/shadow_residual_ceiling,EXCLUDE_LEGACY,-,closed side experiment,,,228017,,,
sa_hmarl/pure_rmsa_v13/direct_sketch_residual_rl,EXCLUDE_LEGACY,-,closed Direct-Sketch RL line,,,28452582,,,
sa_hmarl/pure_rmsa_v13/tchr_rl,EXCLUDE_LEGACY,-,closed teacher-RL line,,,4149778,,,
sa_hmarl/pure_rmsa_v13/ht_aware,EXCLUDE_LEGACY,-,off-mainline,,,18483,,,
"sa_hmarl/pure_rmsa_v13/direct_sketch_exact_optimization (except selectors_phaseA.py, run_phaseA.py)",EXCLUDE_LEGACY,-,rest of phaseA/B/C line excluded,,,,,,
"sa_hmarl/pure_rmsa_v13/rollout_lab (remaining ~60 files incl. _direct_sketch_kernel.c/.so, build script, npk line, audits)",EXCLUDE_LEGACY,-,legacy rollout_lab; zero N1 references; native kernel MUST NOT be migrated,,,,,,
"sa_hmarl/pds_rmsa/{exact_dp,ht_pds,ablations.py,degradation_diagnosis.py,run_*.py,evaluate_*.py,...}",EXCLUDE_LEGACY,-,PDS training/diagnosis line; not in closure,,,,,,
"sa_hmarl/sa_hmarl/{dnn,mec,evaluation,datasets,path_pds_ff,scripts,training,utils,experiments,baselines}",EXCLUDE_LEGACY,-,old SA-HMARL line; not in closure,,,,,,
"sa_hmarl/sa_hmarl/env/{fs_demand,mean_field,request}.py",EXCLUDE_LEGACY,-,lazy-import only (never executed by N1); not needed even in phase 1,,,,,,
"sa_hmarl/network/{optical_network.py,spectrum_blocks.py}",EXCLUDE_LEGACY,-,not in N1 closure,,,,,,
